"Área";"Responsável";"Indicador";"Impacto DIRETO";"Tipo N";"Meta";"Resultado";"Mês texto";"Ano";"Status";"Comentários";"Ações"

"SGA";"Diogo Rosa";"Performance do Atendimento as Obrigações Legais Mês​";"Conformidade Legal";"N3";"0.98";"1";"Março";"2026";"Atingido";"• Obrigações legais mantidas sob controle, sem caracterização de descumprimento no período.​
• Redução das NCs no âmbito (03 em acompanhamento), sem impacto no atendimento legal.​
• Permanecem apenas 02 documentos vencidos no sistema, relacionados a inventários de resíduos, já com tratativas encaminhadas.​
• Indicador mantém estabilidade e consistência em relação aos meses anteriores.";"• Atualizar imediatamente no SIGO registro do DMR já realizado.
• Concluir regularização dos 02 documentos vencidos e atualizar evidências no sistema.
• Manter acompanhamento semanal das obrigações legais (cobranças e follow-up)."

"SGA";"Diogo Rosa";"Performance do Atendimento as Obrigações Legais Mês​";"Conformidade Legal";"N3";"0.98";"-";"Abril";"2026";"-";"0";"0"

"SGA";"Diogo Rosa";"Performance do Atendimento as Obrigações Legais Mês​";"Conformidade Legal";"N3";"0.98";"-";"Maio";"2026";"-";"0";"0"

"SGA";"Diogo Rosa";"Performance do Atendimento as Obrigações Legais Mês​";"Conformidade Legal";"N3";"0.98";"-";"Junho";"2026";"-";"0";"0"

"SGA";"Diogo Rosa";"Performance do Atendimento as Obrigações Legais Mês​";"Conformidade Legal";"N3";"0.98";"-";"Julho";"2026";"-";"0";"0"

"SGA";"Diogo Rosa";"Performance do Atendimento as Obrigações Legais Mês​";"Conformidade Legal";"N3";"0.98";"-";"Agosto";"2026";"-";"0";"0"

"SGA";"Diogo Rosa";"Performance do Atendimento as Obrigações Legais Mês​";"Conformidade Legal";"N3";"0.98";"-";"Setembro";"2026";"-";"0";"0"

"SGA";"Diogo Rosa";"Performance do Atendimento as Obrigações Legais Mês​";"Conformidade Legal";"N3";"0.98";"-";"Outubro";"2026";"-";"0";"0"

"SGA";"Diogo Rosa";"Performance do Atendimento as Obrigações Legais Mês​";"Conformidade Legal";"N3";"0.98";"-";"Novembro";"2026";"-";"0";"0"

"SGA";"Diogo Rosa";"Performance do Atendimento as Obrigações Legais Mês​";"Conformidade Legal";"N3";"0.98";"-";"Dezembro";"2026";"-";"0";"0"

"SGI";"Diogo Rosa";"Quantidade e percentual de NC's encerradas dentro do prazo";"Conformidade Legal";"N3";"0.8";"0.666666666666667";"Janeiro";"2026";"Ñ Atingido";"•O volume de encerramentos no mês foi positivo (total de 8), porém não refletiu no indicador, pois a maioria das NCsfechadas não tinha prazo em Janeiro.
•O indicador evidencia desequilíbrio entre planejamento de prazos e capacidade de execução, além de impacto direto do passivo histórico de NCsvencidas.
•A manutenção de NCscríticas abertas aumenta o risco sistêmico e pressiona negativamente os próximos ciclos do indicador.
•Total de NCsabertas: 18 (dessas NCs, temos 12 vencidas)
•Maior concentração de pendências em NCsinternas e externas de maior criticidade, que até o final do mês já irão se encontrar vencidas.";"•Continuar enviando e-mail já no início do mês, responsáveis e prazos das NCsque impactam diretamente o indicador N3 do próximo mês.
•Priorizar encerramento das NCs internas/externas críticas para reduzir o passivo e melhorar a previsibilidade do indicador nos próximos meses."

"SGI";"Diogo Rosa";"Quantidade e percentual de NC's encerradas dentro do prazo";"Conformidade Legal";"N3";"0.8";"0.5";"Fevereiro";"2026";"Ñ Atingido";"• 4 NCs previstas para o mês (1 já encerrada em jan. não compôs o indicador).
• 2 NCs encerradas dentro do prazo (relacionadas a garantia/cliente).
• 2 NCs permaneceram abertas, ambas de caráter estrutural.
• Queda em relação a janeiro (67% → 50%).
• Impacto ligado à gestão do processo e não ao volume operacional.
• Permanecem pendências envolvendo: Falha na inspeção autônoma (sem abertura de SS), Falha na gestão das NCs (atrasos e ausência de análise de causa) e Indicador evidencia necessidade de fortalecimento da governança do processo.";"• Realizar reunião específica para tratativa das NCs estruturais pendentes.
• Formalizar análise de causa (5 Porquês / Ishikawa) com prazo definido.
• Implantar acompanhamento quinzenal até normalização do indicador.
• Revisar fluxo de abertura de SS na inspeção autônoma.
• Reforçar disciplina de acompanhamento gerencial das NCs críticas."

"SGI";"Diogo Rosa";"Quantidade e percentual de NC's encerradas dentro do prazo";"Conformidade Legal";"N3";"0.8";"1";"Março";"2026";"Atingido";"• 02 NCs previstas para o mês, ambas encerradas dentro do prazo (100%).
• Resultado indica recuperação do indicador após desempenho abaixo da meta nos meses anteriores.
• Encerramentos contemplam NCs de cliente (garantia), com tratativa dentro do prazo.
• Observa-se também avanço na redução do passivo histórico, com encerramento de NCs antigas (auditorias e processos internos).
• As NCs estruturais identificadas em meses anteriores foram tratadas e encerradas no período.";"•Continuar enviando e-mail já no início do mês, responsáveis e prazos das NCsque impactam diretamente o indicador N3 do próximo mês."

"SGI";"Diogo Rosa";"Quantidade e percentual de NC's encerradas dentro do prazo";"Conformidade Legal";"N3";"0.8";"-";"Abril";"2026";"-";"0";"0"

"SGI";"Diogo Rosa";"Quantidade e percentual de NC's encerradas dentro do prazo";"Conformidade Legal";"N3";"0.8";"-";"Maio";"2026";"-";"0";"0"

"SGI";"Diogo Rosa";"Quantidade e percentual de NC's encerradas dentro do prazo";"Conformidade Legal";"N3";"0.8";"-";"Junho";"2026";"-";"0";"0"

"SGI";"Diogo Rosa";"Quantidade e percentual de NC's encerradas dentro do prazo";"Conformidade Legal";"N3";"0.8";"-";"Julho";"2026";"-";"0";"0"

"SGI";"Diogo Rosa";"Quantidade e percentual de NC's encerradas dentro do prazo";"Conformidade Legal";"N3";"0.8";"-";"Agosto";"2026";"-";"0";"0"

"SGI";"Diogo Rosa";"Quantidade e percentual de NC's encerradas dentro do prazo";"Conformidade Legal";"N3";"0.8";"-";"Setembro";"2026";"-";"0";"0"

"SGI";"Diogo Rosa";"Quantidade e percentual de NC's encerradas dentro do prazo";"Conformidade Legal";"N3";"0.8";"-";"Outubro";"2026";"-";"0";"0"

"SGI";"Diogo Rosa";"Quantidade e percentual de NC's encerradas dentro do prazo";"Conformidade Legal";"N3";"0.8";"-";"Novembro";"2026";"-";"0";"0"

"SGI";"Diogo Rosa";"Quantidade e percentual de NC's encerradas dentro do prazo";"Conformidade Legal";"N3";"0.8";"-";"Dezembro";"2026";"-";"0";"0"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos de Sucata​";"PGRS";"N3";"S/ Meta";"15220";"Janeiro";"2026";"Indefinido";"•Venda de sucata das 15 toneladas teve valor de 16.056$
•Sucata especial 355 Kg com valor de 3.359$";"•Manter ação de criação de novo indicador considerando sucatas especiais"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos de Sucata​";"PGRS";"N3";"S/ Meta";"21560";"Fevereiro";"2026";"Indefinido";"Os resíduos de sucata no mês de FEV. Gerou uma receita de R$ 19.360,00
Não tivemos vendas de sucatas especiais no mês.";"Manter ação de criação de novo indicador considerando sucatas especiais.​"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos de Sucata​";"PGRS";"N3";"S/ Meta";"13460";"Março";"2026";"Indefinido";"   Os resíduos de sucata no mês de FEV. Gerou uma receita de 10.768,00$ ​
   Não tivemos vendas de sucatas especiais no mês.";"Manter ação de criação de novo indicador considerando sucatas especiais.​"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos de Sucata​";"PGRS";"N3";"S/ Meta";"-";"Abril";"2026";"-";"0";"0"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos de Sucata​";"PGRS";"N3";"S/ Meta";"-";"Maio";"2026";"-";"0";"0"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos de Sucata​";"PGRS";"N3";"S/ Meta";"-";"Junho";"2026";"-";"0";"0"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos de Sucata​";"PGRS";"N3";"S/ Meta";"-";"Julho";"2026";"-";"0";"0"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos de Sucata​";"PGRS";"N3";"S/ Meta";"-";"Agosto";"2026";"-";"0";"0"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos de Sucata​";"PGRS";"N3";"S/ Meta";"-";"Setembro";"2026";"-";"0";"0"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos de Sucata​";"PGRS";"N3";"S/ Meta";"-";"Outubro";"2026";"-";"0";"0"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos de Sucata​";"PGRS";"N3";"S/ Meta";"-";"Novembro";"2026";"-";"0";"0"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos de Sucata​";"PGRS";"N3";"S/ Meta";"-";"Dezembro";"2026";"-";"0";"0"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos Sólidos Contaminados​";"PGRS";"N3";"S/ Meta";"244";"Janeiro";"2026";"Indefinido";"De acordo com histórico dos descartes foi 5° mês consecutivo com redução nos descartes";"Saída do mês passado:​
Substituir uma IBC de resíduo líquido para armazenar latas de tinta.​
Conscientizar líderes do correto descarte dos resíduos contaminados."

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos Sólidos Contaminados​";"PGRS";"N3";"S/ Meta";"303";"Fevereiro";"2026";"Indefinido";"Duas coletas no mês de Fevereiro. ​";"Ideia para diminuir os gastos.​
Colocar mais uma IBC para descarte de solido contaminado e fazer o descarte a cada três semanas."

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos Sólidos Contaminados​";"PGRS";"N3";"S/ Meta";"271";"Março";"2026";"Indefinido";"Duas coletas no mês de março de resíduo solido contaminado.";"Colocar mais uma IBC para descarte de solido contaminado e fazer o descarte a cada três semanas."

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos Sólidos Contaminados​";"PGRS";"N3";"S/ Meta";"-";"Abril";"2026";"-";"0";"0"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos Sólidos Contaminados​";"PGRS";"N3";"S/ Meta";"-";"Maio";"2026";"-";"0";"0"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos Sólidos Contaminados​";"PGRS";"N3";"S/ Meta";"-";"Junho";"2026";"-";"0";"0"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos Sólidos Contaminados​";"PGRS";"N3";"S/ Meta";"-";"Julho";"2026";"-";"0";"0"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos Sólidos Contaminados​";"PGRS";"N3";"S/ Meta";"-";"Agosto";"2026";"-";"0";"0"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos Sólidos Contaminados​";"PGRS";"N3";"S/ Meta";"-";"Setembro";"2026";"-";"0";"0"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos Sólidos Contaminados​";"PGRS";"N3";"S/ Meta";"-";"Outubro";"2026";"-";"0";"0"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos Sólidos Contaminados​";"PGRS";"N3";"S/ Meta";"-";"Novembro";"2026";"-";"0";"0"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos Sólidos Contaminados​";"PGRS";"N3";"S/ Meta";"-";"Dezembro";"2026";"-";"0";"0"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos Líquidos Contaminados";"PGRS";"N3";"S/ Meta";"0";"Janeiro";"2026";"Indefinido";"Não houve coleta de resíduos líquidos contaminados no mês de Janeiro.";"Saída do mês passado:​
Verificar com a Normatic quem é o cliente deles que coleta os líquidos contaminados. ​
Separado amostras para envio para análise de novos clientes.​
Substituir uma IBC de óleo para armazenar latas de tinta."

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos Líquidos Contaminados";"PGRS";"N3";"S/ Meta";"1500";"Fevereiro";"2026";"Indefinido";"Foi realizado um descarte nos últimos 3 meses com custo de 997,50$ ou seja 0,66$ o litro. ​";"Encaminhadas amostras para análise óleo hidráulico (FILTROIL)​
Aguardando retorno da análise e proposta paras os demais líquidos contaminados."

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos Líquidos Contaminados";"PGRS";"N3";"S/ Meta";"0";"Março";"2026";"Indefinido";"Foi realizado um descarte nos últimos 4 meses com custo de 997,50$ ou seja 0,66$ o litro.";"Agendada coleta para 09/04/26 cerca de 2.5000L"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos Líquidos Contaminados";"PGRS";"N3";"S/ Meta";"-";"Abril";"2026";"-";"0";"0"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos Líquidos Contaminados";"PGRS";"N3";"S/ Meta";"-";"Maio";"2026";"-";"0";"0"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos Líquidos Contaminados";"PGRS";"N3";"S/ Meta";"-";"Junho";"2026";"-";"0";"0"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos Líquidos Contaminados";"PGRS";"N3";"S/ Meta";"-";"Julho";"2026";"-";"0";"0"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos Líquidos Contaminados";"PGRS";"N3";"S/ Meta";"-";"Agosto";"2026";"-";"0";"0"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos Líquidos Contaminados";"PGRS";"N3";"S/ Meta";"-";"Setembro";"2026";"-";"0";"0"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos Líquidos Contaminados";"PGRS";"N3";"S/ Meta";"-";"Outubro";"2026";"-";"0";"0"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos Líquidos Contaminados";"PGRS";"N3";"S/ Meta";"-";"Novembro";"2026";"-";"0";"0"

"Gestão de Resíduos";"Jorge Lanzoni";"Geração de Resíduos Líquidos Contaminados";"PGRS";"N3";"S/ Meta";"-";"Dezembro";"2026";"-";"0";"0"

"Gestão de Materiais";"Jesiel Lima";"Acuracidade de Estoque";"Salário Variável";"N2/N3";"0.94";"0.946808510638298";"Janeiro";"2026";"Atingido";"Maior incompatibilidade em placa de adesivos.
MP7531-PARAFUSO SEXT 3/4-10FPP X 45MM​
MP565-Mod 00109 (4D6926) Fundido Fer
MP10358-CHAPA #31,5MM ASTM A36 (2000x6000) IMPORTADO​​
​MP8886- 83131400525-ADESIVO DE IDENTIFICAÇÃO​​
MP8884-83131400555-ADESIVO DE IDENTIFICAÇÃO";"Melhorar locação dos adesivos para eliminar risco de perdas e facilitar identificação das MPs.​
​Imprimir etiquetas conforme necessidade. (Etiquetas são produzidas na Biza)."

"Gestão de Materiais";"Jesiel Lima";"Acuracidade de Estoque";"Salário Variável";"N2/N3";"0.94";"0.971631205673759";"Fevereiro";"2026";"Atingido";"Balde comprado para uso exclusivo alimentou saldo e não foi baixado.
Material usado em dispositivo e não teve baixa no sistema. Nylon.";"Acompanhar para não alimentar saldo em material de compra exclusiva."

"Gestão de Materiais";"Jesiel Lima";"Acuracidade de Estoque";"Salário Variável";"N2/N3";"0.94";"0.944827586206897";"Março";"2026";"Atingido";"Diferença no estoque das telas utilizadas como MP para escadas​
Arame de solda não baixado conforme uso​
Diferença na quantidade de alguns componentes do item Escapechute (Melhoria de projeto)";"Verificar forma de uso das telas na solda que está sobrando no estoque​
Para dias que o sistema estiver fora do ar, registrar baixas em formulário físico para baixa posterior"

"Gestão de Materiais";"Jesiel Lima";"Acuracidade de Estoque";"Salário Variável";"N2/N3";"0.94";"-";"Abril";"2026";"-";"0";"0"

"Gestão de Materiais";"Jesiel Lima";"Acuracidade de Estoque";"Salário Variável";"N2/N3";"0.94";"-";"Maio";"2026";"-";"0";"0"

"Gestão de Materiais";"Jesiel Lima";"Acuracidade de Estoque";"Salário Variável";"N2/N3";"0.94";"-";"Junho";"2026";"-";"0";"0"

"Gestão de Materiais";"Jesiel Lima";"Acuracidade de Estoque";"Salário Variável";"N2/N3";"0.94";"-";"Julho";"2026";"-";"0";"0"

"Gestão de Materiais";"Jesiel Lima";"Acuracidade de Estoque";"Salário Variável";"N2/N3";"0.94";"-";"Agosto";"2026";"-";"0";"0"

"Gestão de Materiais";"Jesiel Lima";"Acuracidade de Estoque";"Salário Variável";"N2/N3";"0.94";"-";"Setembro";"2026";"-";"0";"0"

"Gestão de Materiais";"Jesiel Lima";"Acuracidade de Estoque";"Salário Variável";"N2/N3";"0.94";"-";"Outubro";"2026";"-";"0";"0"

"Gestão de Materiais";"Jesiel Lima";"Acuracidade de Estoque";"Salário Variável";"N2/N3";"0.94";"-";"Novembro";"2026";"-";"0";"0"

"Gestão de Materiais";"Jesiel Lima";"Acuracidade de Estoque";"Salário Variável";"N2/N3";"0.94";"-";"Dezembro";"2026";"-";"0";"0"

"Gestão de Materiais";"Jesiel Lima";"Percentual e Valores de Itens sem movimentação de Estoque a mais de um ano​";"Custo de Estoque";"N2/N3";"0.02";"0.0228096094760534";"Janeiro";"2026";"Ñ Atingido";"22 família de matéria prima parado a mais de 1 ano sem produção.​ Abaixo  itens com maior valor agregado:​
MP9496 -363963 - BRONZE SAE430A (r$ 12.058,86)​
MP7465- 99678 -  HASTE MT Ø127X1295 (R$ 8072,56)​
MP7905 - MOD 273123 ASTM A 128 GRAU B (R$4611,92)​
MP9645-377624 OXICORTE  - MT A516GR70 (R$4485,74)";"Manter armazenado até cair pedido para fabricação.​"

"Gestão de Materiais";"Jesiel Lima";"Percentual e Valores de Itens sem movimentação de Estoque a mais de um ano​";"Custo de Estoque";"N2/N3";"0.02";"0.0206814982582183";"Fevereiro";"2026";"Ñ Atingido";"Valores expressivo em matéria prima.";"Manter a disponibilidade para futura fabricação."

"Gestão de Materiais";"Jesiel Lima";"Percentual e Valores de Itens sem movimentação de Estoque a mais de um ano​";"Custo de Estoque";"N2/N3";"0.02";"0.0225435948291103";"Março";"2026";"Ñ Atingido";"XXX";"XXX"

"Gestão de Materiais";"Jesiel Lima";"Percentual e Valores de Itens sem movimentação de Estoque a mais de um ano​";"Custo de Estoque";"N2/N3";"0.02";"-";"Abril";"2026";"-";"0";"0"

"Gestão de Materiais";"Jesiel Lima";"Percentual e Valores de Itens sem movimentação de Estoque a mais de um ano​";"Custo de Estoque";"N2/N3";"0.02";"-";"Maio";"2026";"-";"0";"0"

"Gestão de Materiais";"Jesiel Lima";"Percentual e Valores de Itens sem movimentação de Estoque a mais de um ano​";"Custo de Estoque";"N2/N3";"0.02";"-";"Junho";"2026";"-";"0";"0"

"Gestão de Materiais";"Jesiel Lima";"Percentual e Valores de Itens sem movimentação de Estoque a mais de um ano​";"Custo de Estoque";"N2/N3";"0.02";"-";"Julho";"2026";"-";"0";"0"

"Gestão de Materiais";"Jesiel Lima";"Percentual e Valores de Itens sem movimentação de Estoque a mais de um ano​";"Custo de Estoque";"N2/N3";"0.02";"-";"Agosto";"2026";"-";"0";"0"

"Gestão de Materiais";"Jesiel Lima";"Percentual e Valores de Itens sem movimentação de Estoque a mais de um ano​";"Custo de Estoque";"N2/N3";"0.02";"-";"Setembro";"2026";"-";"0";"0"

"Gestão de Materiais";"Jesiel Lima";"Percentual e Valores de Itens sem movimentação de Estoque a mais de um ano​";"Custo de Estoque";"N2/N3";"0.02";"-";"Outubro";"2026";"-";"0";"0"

"Gestão de Materiais";"Jesiel Lima";"Percentual e Valores de Itens sem movimentação de Estoque a mais de um ano​";"Custo de Estoque";"N2/N3";"0.02";"-";"Novembro";"2026";"-";"0";"0"

"Gestão de Materiais";"Jesiel Lima";"Percentual e Valores de Itens sem movimentação de Estoque a mais de um ano​";"Custo de Estoque";"N2/N3";"0.02";"-";"Dezembro";"2026";"-";"0";"0"

"Gestão de Materiais";"Jesiel Lima";"Valor em estoque BIZA estratificado";"Custo de Estoque";"N2/N3";"S/ Meta";"151664.62";"Janeiro";"2026";"Indefinido";"Maior número de itens de material de consumo parado nos setores do CQP e escritório.";"Equipamentos da qualidade, consultar junto ao líder do setor a existência e histórico do equipamento.​ Baixar itens inexistentes fisicamente do setor do escritório"

"Gestão de Materiais";"Jesiel Lima";"Valor em estoque BIZA estratificado";"Custo de Estoque";"N2/N3";"S/ Meta";"145576.1";"Fevereiro";"2026";"Indefinido";"Foi identificado alguns itens que já foram utilizados e o saldo ainda consta nos estoques. (itens de Brindes – GHT/Biza )";"Fazer novo levantamento e consultar o real consumo do setor."

"Gestão de Materiais";"Jesiel Lima";"Valor em estoque BIZA estratificado";"Custo de Estoque";"N2/N3";"S/ Meta";"169852.29";"Março";"2026";"Indefinido";"Redução no valor de uso e consumo, um item saiu para uso na máquina.";"XXX"

"Gestão de Materiais";"Jesiel Lima";"Valor em estoque BIZA estratificado";"Custo de Estoque";"N2/N3";"S/ Meta";"0";"Abril";"2026";"Indefinido";"0";"0"

"Gestão de Materiais";"Jesiel Lima";"Valor em estoque BIZA estratificado";"Custo de Estoque";"N2/N3";"S/ Meta";"0";"Maio";"2026";"Indefinido";"0";"0"

"Gestão de Materiais";"Jesiel Lima";"Valor em estoque BIZA estratificado";"Custo de Estoque";"N2/N3";"S/ Meta";"0";"Junho";"2026";"Indefinido";"0";"0"

"Gestão de Materiais";"Jesiel Lima";"Valor em estoque BIZA estratificado";"Custo de Estoque";"N2/N3";"S/ Meta";"0";"Julho";"2026";"Indefinido";"0";"0"

"Gestão de Materiais";"Jesiel Lima";"Valor em estoque BIZA estratificado";"Custo de Estoque";"N2/N3";"S/ Meta";"0";"Agosto";"2026";"Indefinido";"0";"0"

"Gestão de Materiais";"Jesiel Lima";"Valor em estoque BIZA estratificado";"Custo de Estoque";"N2/N3";"S/ Meta";"0";"Setembro";"2026";"Indefinido";"0";"0"

"Gestão de Materiais";"Jesiel Lima";"Valor em estoque BIZA estratificado";"Custo de Estoque";"N2/N3";"S/ Meta";"0";"Outubro";"2026";"Indefinido";"0";"0"

"Gestão de Materiais";"Jesiel Lima";"Valor em estoque BIZA estratificado";"Custo de Estoque";"N2/N3";"S/ Meta";"0";"Novembro";"2026";"Indefinido";"0";"0"

"Gestão de Materiais";"Jesiel Lima";"Valor em estoque BIZA estratificado";"Custo de Estoque";"N2/N3";"S/ Meta";"0";"Dezembro";"2026";"Indefinido";"0";"0"

"Manutenção";"Alex Rodrigues";"Total de paradas por máquina x dias da máquina parada Mês​";"Disponibilidade de Máq.";"N2/N3";"S/ Meta";"S/ Meta";"Janeiro";"2026";"Indefinido";"Tivemos um total de 10 Paradas no mês de janeiro 2026, com um total de 6 dias uteis de maquinas paradas.​
G020  duas paradas no mês uma no dia 19 com 5h e dia 23 com 3h, ambas paradas relacionadas a problemas eletrônicos, dependeram de compra de peças por isso o prazo se estendeu.​
G024 uma parada no dia 30, faltou óleo no reservatório do 4° eixo, danificando o sensor​
T015 uma parada no dia 29 por 01H, peça escapou da placa, colidindo contra a torre.​
G023 uma parada no dia 05, por 1 hora após colisão da ferramenta contra a peça, e dia 15 por 3 horas após o braço parar fora de posição.​
R009 parou dia 28 por 3h, espanaram os parafusos do cabeçote móvel​
T016 parou dia 22 por 4h, constatado que o contra ponto estava desalinhado​
G021 parou dia 13 por 1:30H e dia 15 parou por 3H, as duas paradas foram consequência da entrada de ar no sistema hidráulico do 4° eixo.​
R006  parou dia 13 por 3h, a mesa parou de movimentar.";"G020 corrigido pontualmente logo após a chegada das peças que haviam tido problemas.​
G024 4° eixo levado para oficina para troca do sensor de pressão, e realizar a sangria do sistema retirada de ar), também foi criado o plano de ação  para a criação de procedimento de reposição de óleo e de sangria do sistema do 4° eixo, para atender a produção e a manutenção.​
T015 Foi realizado o alinhamento da torre após colisão​
G023 Realizado o ajuste da posição do braço do trocador nos dois casos​
R009 Realizado a troca dos parafusos espanados​
T016 Realizado o ajuste do alinhamento do contraponto​
G021 Foi feita a parada programada da máquina para manutenção, em paralelo está sendo feito a corretiva do 4 eixo, também foi criado o plano de ação para a criação de procedimento de reposição de óleo e de sangria do sistema do 4° eixo, para atender a produção e a manutenção.​
R006 Porca interna do cilindro se soltou internamente, realizado a fixação da mesma."

"Manutenção";"Alex Rodrigues";"Total de paradas por máquina x dias da máquina parada Mês​";"Disponibilidade de Máq.";"N2/N3";"S/ Meta";"S/ Meta";"Fevereiro";"2026";"Indefinido";"No mês de fevereiro, foram registradas 10 paradas de máquina, e 29 dias utéis de máquinas paradas.​
A máquina que puxou mais dias utéis parada foi a R002, máquina apresentou grande vazamento de óleo hidráulico.​
G020 teve 2 paradas, a primeira parada foi por conta da correia que arrebentou, onde a maquina parou por 1 dia, e a segunda para onde o CNC (cpu) travou, foi nescessario a substituição, máquina ficou parada por 5 dias utéis.​
G021 ficou parada por 12 dias referente a manutenção planejada que iniciou em Janeiro
A001 alarme de falha na bobina, máquina parou por 4 dias uteis.​
T022 – Problema no teclado do painel CNC, máquina parou por 4 dias.​
T019- Problema no teclado do painel CNC, máquina parou por 1 dia.​
T023 – Máquina com baixa pressão hidráulica, máquina parada por 2 dias utéis.​
S007- Teve uma parada pois rachou a mangueira de gás.​
J001 – Teve uma para, onde havia entupido o sistema do jato de areia";" R002 – A máquina perdeu grande parte de óleo no vazamento, o óleo em estoque não era o bastante para liberação da máquina, prestador levou 15 dias para entrega do óleo, após isso foi trocado o reparo do cilindro da mesa e máquina liberada para produção.
 G020 – Primeira parada resolvida com a troca da correia. Segunda parada demandou substituição CNC; peça chegou em 5 dias, montada e liberada.​
 Foram recebidas as peças que estavam em terceiros, máquina montada, testada e liberada para produção no dia 19/02.​
 A001 – Problema no driver de disparo; realizado substituição pelo prestador de serviços e máquina liberada para produção.​
 T022/T019 – No primeiro atendimento que foi no T022 não foi possível identificar se o problema era no teclado ou no CNC da máquina, foi trocado o teclado com o T019, para observar se o problema persistiria ou aparecia na outra máquina, posteriormente o problema apareceu no T019, teclado em orçamento de reparo.
 T023 – Máquina ainda parada; sistema hidráulico em averiguação.​
 S007 e J001 – Ocorrências resolvidas pontualmente."

"Manutenção";"Alex Rodrigues";"Total de paradas por máquina x dias da máquina parada Mês​";"Disponibilidade de Máq.";"N2/N3";"S/ Meta";"S/ Meta";"Março";"2026";"Indefinido";"No mês de março tivemos um total de 10 paradas de máquinas, totalizando um total de 4 dias úteis de máquinas paradas.​
G021 teve 5 paradas de produção no mês, sendo 3 paradas por alarme no 4° eixo, 1 por TAF fora de posição, 1 por falha na recepção de programas que deixou a máquina parada por 2 dias úteis.​
R009 1 parada de 00:50 barulho na correia do rebolo​
G023 1 parada de 00:36, ocorreu colisão da ferramenta contra a peça​
T022 1 parada de dois dias, Desc. SS: máquina realizado compensação de medidas invertido.​
G020 1 parada de 00:40, Maq não reconhece referenciamento​
O004 1 parada de 00:15 Maq desligando.";" G021, 1° e 2° parada do quarto eixo foram por falha na verificação do nível do óleo, fazendo entrar ar no sistema da máquina, reforçado junto a operação o procedimento já implementado na máquina, 3° parada foi por vazamento pela vedação da máquina, onde foi necessário a substituição dos Anéis orings, 4° parada, foi realizado ajuste nos rolamentos do TAF, 5° parada, ao tentar solucionar o problema da transmissão foi necessário abrir o CNC da máquina para verificação interna, nisso a máquina perdeu os parâmetros, e para repassar o programa para a máquina foi necessário acionar terceiro para transmitir com cabo especifico, já identificado e comprado cabo necessário para problemas futuros.​
R009 Realizado a substituição da correia.​
G023 Realizado referenciamento do eixo, conferido se havia algum ruído ou vibração anormal, e máquina liberada para produção (Importante acionar a manutenção após qualquer colisão)​
T022 Foi constatado que não se tratava de um problema. Após contato com ROMI, foi confirmado que essa compensação é característica padrão da máquina​
G020 Sensor estava sujo, realizado limpeza, e máquina liberada para produção.​
O004 Nobreak da máquina no fim de vida útil, realizado a substituição do mesmo."

